Lot_Area,Overall_Qual,Overall_Cond,Mas_Vnr_Area,Exter_Qual,Bsmt_Qual,Bsmt_Exposure,BsmtFin_Type_1,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,Functional,Fireplaces,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Screen_Porch,Pool_QC,Total_SF,Total_Baths,House_Age,Is_New,Neighborhood_Median_Sale_Price,MS_SubClass_Duplex_All_Styles_and_Ages,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_Split_Foyer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Floating_Village_Residential,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Alley_Gravel,Land_Contour_Bnk,Land_Contour_HLS,Land_Contour_Low,Lot_Config_CulDSac,Lot_Config_FR2,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Artery,Condition_1_Feedr,Condition_1_Norm,Condition_1_PosN,Bldg_Type_Duplex,Bldg_Type_OneFam,Bldg_Type_TwnhsE,House_Style_One_and_Half_Fin,Roof_Style_Gable,Roof_Style_Hip,Roof_Matl_CompShg,Exterior_1st_'Wd Sdng',Exterior_1st_AsbShng,Exterior_1st_BrkFace,Exterior_1st_HdBoard,Exterior_1st_Plywood,Exterior_2nd_'Wd Sdng',Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_Plywood,Exterior_2nd_VinylSd,Mas_Vnr_Type_None,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Central_Air_N,Central_Air_Y,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Sale_Type_'WD ',Year_Sold,Mo_Sold,Sale_Price
-2.0757724678298755,7,5,0.2444915753232723,3,4,3,6,0.5474396603916577,0.3201978973842677,5,0.6760433014163376,-0.8609569958526236,-0.12625139852607684,1,2,0,2,1,4,8,1,2,0.18771625300836983,3,3,-0.3086812281678178,0,0.200050184544612,3.0,-2.320067473954768,1,0.6872749343137597,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2006,11,0.5767274933449595
-1.605034526577537,7,5,0.8493771861930451,3,5,3,1,0.8109946961961392,0.34603752718000397,5,0.7619753699293952,-0.8609569958526236,-0.040962424215994095,0,0,2,2,1,4,8,1,3,0.4613397675248201,3,3,-0.3086812281678178,0,0.29367411996297077,2.0,-1.7922627767045318,1,0.6315223735675601,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2007,2,0.38197515208686755
-1.605034526577537,7,5,0.8493771861930451,3,5,3,1,0.8109946961961392,0.34603752718000397,5,0.42306171715859586,-0.8609569958526236,-0.3773397316016849,0,2,0,2,1,4,8,1,3,0.4613397675248201,3,3,-0.3086812281678178,0,0.1139180169729267,2.0,-1.7922627767045318,1,0.6228790513028981,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2007,6,0.09134028634468261
-1.7143047765019361,7,5,0.2923359522822347,3,4,3,1,0.8143721037390242,0.3513779847961636,5,0.44288467979623997,-0.8609569958526236,-0.35766511908034365,0,2,0,2,1,4,8,1,2,0.1051591944955673,3,3,-0.3086812281678178,0,0.1343919490502834,2.0,-2.320067473954768,1,0.614235729038236,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2007,8,0.2693484602680279
-1.7620506890860268,8,5,0.8493771861930451,3,4,4,6,0.08560962148425987,0.43974380386555956,5,1.1535471878120978,-0.8609569958526236,0.34767896768620965,1,2,0,2,1,4,8,1,3,0.44176728923313613,3,3,-0.3086812281678178,0,0.6767971603215521,3.0,-1.0945429187959257,1,0.5954816111915977,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2007,11,0.7593245020919601
-2.016175168269672,7,5,0.2923359522822347,3,4,3,1,0.8143721037390242,0.3513779847961636,5,0.44288467979623997,-0.8609569958526236,-0.35766511908034365,0,2,0,2,1,4,8,1,2,0.1051591944955673,3,3,-0.3086812281678178,0,0.1343919490502834,2.0,-1.7922627767045318,1,0.614235729038236,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2008,3,-0.09476929696135201
-1.7143047765019361,7,5,0.3731101458160744,3,4,4,1,0.7613169635399667,0.26748561351590155,5,0.39308983830907324,-0.8609569958526236,-0.40708730837313684,0,2,0,2,1,4,8,1,2,0.17326872096076396,3,3,-0.3086812281678178,0,-0.04931339943417165,2.0,-1.7922627767045318,1,0.5954816111915977,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2008,3,0.2982942665982174
-1.5960305095060585,7,5,0.4397577944908287,3,4,1,6,0.05852029492529111,0.4319175534160687,5,1.1278545793975185,-0.8609569958526236,0.32217863635533867,1,2,0,2,1,4,8,1,3,0.48246018884361924,3,3,-0.3086812281678178,0,0.6486351243521324,3.0,-1.0945429187959257,1,0.5767274933449595,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2008,5,0.6877970493600479
-2.016175168269672,7,5,0.2444915753232723,3,4,1,6,0.8406477905737229,0.40300065085851594,5,0.9816067743114847,-0.8609569958526236,0.17702531342568784,0,2,0,2,1,4,8,1,2,0.18771625300836983,3,3,-0.3086812281678178,0,0.5165113187223188,2.0,-1.2644580794542954,1,0.5954816111915977,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2008,5,0.341210786782501
-1.5960305095060585,7,5,1.1090643538689173,3,4,4,6,0.11764366365848246,0.44511973234837676,5,0.8780191695592079,-0.8609569958526236,0.0742129325132295,1,2,0,2,1,4,8,1,3,0.457037655127346,3,3,3.105297444238593,0,0.539098139781649,3.0,-0.9557121238584244,1,0.5767274933449595,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2008,8,0.3920455326902608
-1.7544628491411858,7,5,1.0728968181776628,3,4,1,5,0.19828098959692675,0.42767313345585745,5,1.113932231466043,-0.8609569958526236,0.3083604798090057,0,2,0,1,1,4,8,1,3,0.4740887860609511,3,3,-0.3086812281678178,0,0.6333686624959017,2.5,-1.4835168211086607,1,0.48438651301761015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2009,5,0.13921285596121014
-2.016175168269672,7,5,0.2923359522822347,3,4,3,6,0.8513559032866677,0.4197334985037283,5,1.0859003379177123,-0.8609569958526236,0.2805383699718235,0,2,0,2,1,4,8,1,2,0.1765053056972127,3,3,-0.3086812281678178,0,0.6037209258241925,2.0,-1.0945429187959257,1,0.3920455326902608,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2009,5,0.36039749694417345
-2.016175168269672,7,5,0.2923359522822347,3,4,1,6,0.8406477905737229,0.40300065085851594,5,0.9816067743114847,-0.8609569958526236,0.17702531342568784,0,2,0,1,1,4,8,1,2,0.21878679180339278,3,3,-0.3086812281678178,0,0.5165113187223188,2.0,-1.0945429187959257,1,0.3870103423885642,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2009,5,0.2093140526189952
-1.7281335857324416,7,5,1.0728968181776628,3,4,1,1,0.8576014380371085,0.4197334985037283,5,1.0859003379177123,-0.8609569958526236,0.2805383699718235,0,2,0,2,1,4,8,1,3,0.4740887860609511,3,3,-0.3086812281678178,0,0.6037209258241925,2.0,-1.4835168211086607,1,0.38197515208686755,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2009,6,0.11257580637590311
-2.016175168269672,7,5,0.2923359522822347,3,4,3,6,0.7876198922759925,0.3201978973842677,5,0.3271489597084631,-0.8609569958526236,-0.4725347018581097,0,2,0,2,1,4,8,1,2,0.12107546694246984,3,3,-0.3086812281678178,0,0.014854831441962544,2.0,-1.0945429187959257,1,0.37118632451552047,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2009,8,0.1957257197419773
-2.016175168269672,7,5,0.1591935879679867,3,4,1,6,0.7533550155482877,0.2667502258310624,5,0.12875936982344027,-0.8609569958526236,-0.6694395934530382,0,2,0,2,1,4,8,1,2,0.12107546694246984,3,3,-0.3086812281678178,0,-0.19005521470137782,2.0,-1.0945429187959257,1,0.36039749694417345,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2009,9,-0.09009525032458864
-2.0032412386145104,7,5,0.2444915753232723,3,4,3,6,0.7533550155482877,0.2667502258310624,5,0.12875936982344027,-0.8609569958526236,-0.6694395934530382,0,2,0,2,1,4,8,0,2,0.18771625300836983,3,3,-0.3086812281678178,0,-0.19005521470137782,2.0,-1.0945429187959257,1,0.3508041418633372,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2010,1,-0.09315919335823387
-2.016175168269672,8,5,0.2923359522822347,3,4,1,6,0.7998679944883265,0.3446971104792055,5,0.45028603861763783,-0.8609569958526236,-0.3503191501853672,0,2,0,2,1,4,8,1,2,0.1765053056972127,3,3,3.105297444238593,0,0.1254505631652343,2.0,-0.8383323592441935,1,0.341210786782501,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2010,4,0.3540185892097718
-1.6125694894591713,8,5,-0.7906771779329439,2,4,4,6,0.23569170135213519,0.15605668327063285,4,-0.23268707267794878,-0.8609569958526236,-1.0281810607818211,1,1,0,1,1,3,8,0,2,0.29362112899280307,3,3,-0.3086812281678178,0,-0.5888249431787956,2.0,-0.038933524295453006,0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2007,3,0.4541422413103946
-3.156031423769272,6,6,-0.7906771779329439,2,4,1,6,-0.2058109987131877,-0.4043664162087375,4,-2.284603653654768,1.0471130095291687,-0.9530414734755738,0,1,0,2,1,3,8,1,2,0.22634239766998604,3,3,-0.3086812281678178,0,-1.4276093045982563,1.0,0.21727703525627928,0,0.4541422413103946,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2007,12,-0.7203080872693037
-2.9789247932484386,6,6,-0.7906771779329439,2,4,1,2,-1.300513018354005,-0.1286377515746008,3,-1.3388603861633674,1.1956986006248174,0.2825339492673587,1,2,1,3,1,3,8,1,2,0.21114824678443694,3,3,-0.3086812281678178,0,-0.21554113505488343,3.5,0.24399771442594229,0,-0.13308292297945457,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2008,7,-0.23515492156483375
-3.051837375263047,6,6,-0.7906771779329439,2,4,1,6,-0.31982587980900373,-0.4043664162087375,3,-2.3623230573455487,1.0471130095291687,-0.9918871436633374,0,1,0,2,1,3,8,1,2,0.22634239766998604,3,3,-0.3086812281678178,0,-1.4546126187842132,1.0,0.24399771442594229,0,-0.23515492156483375,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2008,12,-0.8713528048142416
-3.2108412424508725,6,6,-0.7906771779329439,2,3,1,1,0.3364248894921247,-0.4043664162087375,3,-2.3623230573455487,1.0471130095291687,-0.9918871436633374,0,1,0,2,1,3,8,1,2,0.21114824678443694,3,3,-0.3086812281678178,0,-1.4546126187842132,1.0,0.2698124313004182,0,-0.47773150441706874,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2009,5,-0.9031374424062062
-3.775919597895598,6,6,-0.7906771779329439,2,4,1,5,0.0036905486952269534,-0.3340003240384003,3,-2.1011348753012045,1.125823773093091,-0.4497234433972546,0,1,1,2,1,3,8,1,2,0.22634239766998604,3,3,-0.3086812281678178,0,-0.9855813336950168,1.5,0.2698124313004182,0,-0.7203080872693037,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2009,5,-0.7183293202305356
-3.353115234258536,6,6,-0.7906771779329439,2,4,1,1,0.38092575206620954,-0.3340003240384003,3,-2.1011348753012045,1.125823773093091,-0.4497234433972546,0,1,1,2,1,3,8,1,2,0.22634239766998604,3,3,-0.3086812281678178,0,-0.9855813336950168,1.5,0.2698124313004182,0,-0.7193187037499197,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2009,7,-0.7783979888669237
-3.510447547532398,6,6,-0.7906771779329439,2,4,2,5,-0.5898524577688504,-0.3340003240384003,3,-2.1011348753012045,1.125823773093091,-0.4497234433972546,1,1,1,2,1,4,8,1,2,0.22634239766998604,3,3,-0.3086812281678178,0,-0.9855813336950168,2.5,0.2698124313004182,0,-0.7203080872693037,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2009,10,-0.4737984368188808
-1.6125694894591713,8,5,-0.7906771779329439,3,4,3,6,0.7467076542429403,0.2999312474161788,4,0.25192225181511746,-0.8609569958526236,-0.5471984318016375,0,2,0,2,1,4,8,1,2,0.32300940840818465,3,3,-0.3086812281678178,0,-0.06284370226602723,2.0,0.03364148142822235,0,-0.7193187037499197,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2010,3,-0.05513228918340885
